name,address, shares, ratePerOneOKT,rewards25PerYear, rewards75PerYear, rewardsPerYear, commissionRate, depositOktNums, depositOktRewardPerYear, APR, top21
Taurus,exvaloper1rz7frqz9ky52qqjwlpawfe5hz6plcrmmpha0px, 3002647151587, 0.000002445091823766, 0, 10144.6302, 10144.6302, 0, 0, 0.00000000, 2.48045524%, False
Junglefly,exvaloper1w3ptfgekjgdvwkqmdepdeyvuxqmcplfszlz3jm, 3002333539484, 0.000002445347228563, 0, 10143.5707, 10143.5707, 0, 0, 0.00000000, 2.48045525%, False
Deeworld,exvaloper1v4kagglr3vq82vqywqd8quhsuarkm4kf2nz85r, 3002157791171, 0.000002445490380816, 0, 10142.9769, 10142.9769, 0, 0, 0.00000000, 2.48045524%, False
Pialote,exvaloper1rmrx7wp60almzvghx2820aamjfd4kgwlcx542p, 3002041671750, 0.000002445584972750, 0, 10142.5846, 10142.5846, 0, 0, 0.00000000, 2.48045525%, False
Linkeye,exvaloper14zgafe7cynlpuhpfpqpxu2gntzhq6ttedqru6j, 3001213592329, 0.000002446259745979, 0, 10139.7869, 10139.7869, 0, 0, 0.00000000, 2.48045525%, False
Wulix,exvaloper13mayrjzsrp976y0ae0qw8sjan3qg2xfdeq8vmh, 2943165471929, 0.000002494507383300, 0, 9943.6677, 9943.6677, 0, 0, 0.00000000, 2.48045525%, False
Sakuya,exvaloper104y8sy0r6fke4a9qr8u05j6v5y68gkh4v3ud9t, 2942944665695, 0.000002494694543727, 0, 9942.9217, 9942.9217, 0, 0, 0.00000000, 2.48045525%, False
DappBirds,exvaloper1rv8tjxp8d8ucuak8c7svewwugzfdjwf9arju5j, 1345014898, 0.005458488237503522, 0, 4.5442, 4.5442, 0, 0, 0.00000000, 2.48044622%, False




--------
depoistOKT,voteValidatorNum,totalARP
10000, 5, 16.50763180%
