name,address, shares, ratePerOneOKT,rewards25PerYear, rewards75PerYear, rewardsPerYear, commissionRate, depositOktNums, depositOktRewardPerYear, APR, top21
Squares,exvaloper19wln93k3faq7vkqzlc9gljr3ey5fljt93jfxsy, 49217292190870, 0.000000149170091917, 46928.5714, 142442.1155, 189370.6869, 0, 1000000, 28248.44277126, 2.82484428%, True
Nozash,exvaloper195ez67wmhprwrru34gvttyd8ttpl7edx3px8ua, 49215999633766, 0.000000149174009563, 46928.5714, 142438.3747, 189366.9461, 0, 1000000, 28248.62662844, 2.82486266%, True
Collector,exvaloper1q9nct2gska2yutx24starv6s63xz022fdwdgzv, 49214675045623, 0.000000149178024506, 46928.5714, 142434.5411, 189363.1125, 0, 1000000, 28248.81503706, 2.82488150%, True
Unicorn,exvaloper1zxthrcdcecfe5ss4tal0tq30hzel2lks6psuhm, 49213345326121, 0.000000149182055220, 46928.5714, 142430.6927, 189359.2641, 0, 1000000, 28249.00419338, 2.82490042%, True
ChainHub,exvaloper1s6nfs7mlj7ewsskkrmekqhpq2w234fcz5uq4m5, 49211961233449, 0.000000149186250984, 46928.5714, 142426.6870, 189355.2584, 0, 1000000, 28249.20110480, 2.82492011%, True
Cryptomars,exvaloper18au05qx485u2qcw2gvqsrfh29evq77lm9u2jwr, 49209762165531, 0.000000149192917765, 46928.5714, 142420.3225, 189348.8939, 0, 1000000, 28249.51395652, 2.82495140%, True
Cosmostation,exvaloper19e6edpu97d6w2t5dlp7lph2fkdja0lvlj8ngk0, 49208459407492, 0.000000149196867539, 46928.5714, 142416.5522, 189345.1236, 0, 1000000, 28249.69932490, 2.82496993%, True
Nebulas NOVA,exvaloper188dhgmaq8cka2yczzjfzsw0nely6y8uap4u5kg, 12298949849463, 0.000000596941046989, 46928.5714, 35594.9781, 82523.5495, 0, 1000000, 49261.69403978, 4.92616940%, True
ChainUP Labs,exvaloper1vlzgq74y6hm9crhkkhdjy77uvyqa0zdupstsqj, 12294477874222, 0.000000597158177444, 46928.5714, 35582.0355, 82510.6069, 0, 1000000, 49271.88363620, 4.92718836%, True
X-DUCK,exvaloper1vsjcts3ga8dgf6nj2q7vmlrnu5en4cneaskg9w, 4769093868284, 0.000001539442963961, 46928.5714, 13802.4623, 60731.0337, 0, 0, 0.00000000, 9.34919625%, True
OKLive,exvaloper1v5pvu4rkzc5axd6f7ngxa39je6d0lyujky5tng, 4769093868284, 0.000001539442963961, 0, 13802.4623, 13802.4623, 0, 0, 0.00000000, 2.12481035%, False
jiqix,exvaloper1evazeyntpfr62avj65dwd6mcw9wvh24kc3x84s, 4765246744930, 0.000001540685801383, 0, 13791.3282, 13791.3282, 0, 0, 0.00000000, 2.12481035%, False
GongFu,exvaloper1w5zu7xxzfdx729elg2lu4rnltjsvzpdg3dhpaf, 4764973508216, 0.000001540774148553, 0, 13790.5374, 13790.5374, 0, 0, 0.00000000, 2.12481035%, False
ICoin,exvaloper1fwvre7w2na66fq3k2wjy30rzp07c4fl99v3hsw, 4764876046783, 0.000001540805663761, 0, 13790.2553, 13790.2553, 0, 0, 0.00000000, 2.12481035%, False
okusb,exvaloper14kpvn0zr75594rlrl66lw953mlkrq6qz5ctupj, 4764876046783, 0.000001540805663761, 0, 13790.2553, 13790.2553, 0, 0, 0.00000000, 2.12481035%, False
oxford,exvaloper1xaxvu9wxr8szym3aqdesvqq968y2tf53l8fyak, 4760435709053, 0.000001542242863618, 0, 13777.4043, 13777.4043, 0, 0, 0.00000000, 2.12481035%, False
voyager,exvaloper1hw0y28hgzadpmjwa68sfukdp69pc68cnxxgml0, 4760435709053, 0.000001542242863618, 0, 13777.4043, 13777.4043, 0, 0, 0.00000000, 2.12481035%, False
White whale-3,exvaloper1pc864zshkvsgc724k5jffcjsrmhz63m6gwrrhh, 4601365840729, 0.000001595558417680, 0, 13317.0326, 13317.0326, 0, 0, 0.00000000, 2.12481035%, False
White whale-2,exvaloper1klcqq056hndfch7yew6fkl6tyrdr07qxv60g90, 4601365840729, 0.000001595558417680, 0, 13317.0326, 13317.0326, 0, 0, 0.00000000, 2.12481035%, False
White whale-1,exvaloper1a9893mfvk9x80x209jhpvl0hm24djxqhr3jwuf, 4601365840729, 0.000001595558417680, 0, 13317.0326, 13317.0326, 0, 0, 0.00000000, 2.12481035%, False
White whale-6,exvaloper1rr253al2mtdgfcjwh7j3778g5gru3elyumxj8m, 4601365812435, 0.000001595558427491, 0, 13317.0325, 13317.0325, 0, 0, 0.00000000, 2.12481034%, False
White whale-5,exvaloper18w9mggs2s5t8ve0zr0ctjcyq7faft3qp8dlj75, 4601365812435, 0.000001595558427491, 0, 13317.0325, 13317.0325, 0, 0, 0.00000000, 2.12481034%, False
White whale-13,exvaloper1079vd72hpvlhnt7yjdya50egxkdr4dtureduuf, 4601365812435, 0.000001595558427491, 0, 13317.0325, 13317.0325, 0, 0, 0.00000000, 2.12481034%, False
White whale-12,exvaloper1k84d9rfaz6v92sazaclj24uyvx79wnl8kvckks, 4601365812435, 0.000001595558427491, 0, 13317.0325, 13317.0325, 0, 0, 0.00000000, 2.12481034%, False
White whale-4,exvaloper1h59keaqu7jap3cs6fqw0usggapl9q2x5v4w7rx, 4601365812435, 0.000001595558427491, 0, 13317.0325, 13317.0325, 0, 0, 0.00000000, 2.12481034%, False
OKvibe,exvaloper1mlmwvdprn8dj6g45vdxkjsjgu4ntu9j7dnjky2, 3058144235244, 0.000002400719990702, 0, 8850.7213, 8850.7213, 0, 0, 0.00000000, 2.12481036%, False
Validator1,exvaloper18v23ln9ycrtg0mrwsm004sh4tdknudtdapcfcq, 3031905295260, 0.000002421496479945, 0, 8774.7819, 8774.7819, 0, 0, 0.00000000, 2.12481035%, False
Validator2,exvaloper1ucmx6vvtrwam9pg20fnwmy9z80uhchyxqn67wq, 3028074584720, 0.000002424559829882, 0, 8763.6953, 8763.6953, 0, 0, 0.00000000, 2.12481036%, False
Validator3,exvaloper1g3a6vtau2k93n4tqgqnrggeu3qa4x20rgs4x4s, 3024375354048, 0.000002427525402948, 0, 8752.9891, 8752.9891, 0, 0, 0.00000000, 2.12481034%, False
Best bp,exvaloper1tat4lam8wjqmeax9mv4s584vu2mp7c0cgvlajl, 3003005597444, 0.000002444799971818, 0, 8691.1419, 8691.1419, 0, 0, 0.00000000, 2.12481035%, False
Taurus,exvaloper1rz7frqz9ky52qqjwlpawfe5hz6plcrmmpha0px, 3002647151587, 0.000002445091823766, 0, 8690.1045, 8690.1045, 0, 0, 0.00000000, 2.12481035%, False
Junglefly,exvaloper1w3ptfgekjgdvwkqmdepdeyvuxqmcplfszlz3jm, 3002333539484, 0.000002445347228563, 0, 8689.1969, 8689.1969, 0, 0, 0.00000000, 2.12481036%, False
Deeworld,exvaloper1v4kagglr3vq82vqywqd8quhsuarkm4kf2nz85r, 3002157791171, 0.000002445490380816, 0, 8688.6882, 8688.6882, 0, 0, 0.00000000, 2.12481034%, False
Pialote,exvaloper1rmrx7wp60almzvghx2820aamjfd4kgwlcx542p, 3002041671750, 0.000002445584972750, 0, 8688.3522, 8688.3522, 0, 0, 0.00000000, 2.12481036%, False
Linkeye,exvaloper14zgafe7cynlpuhpfpqpxu2gntzhq6ttedqru6j, 3001213592329, 0.000002446259745979, 0, 8685.9556, 8685.9556, 0, 0, 0.00000000, 2.12481035%, False
Wulix,exvaloper13mayrjzsrp976y0ae0qw8sjan3qg2xfdeq8vmh, 2943165471929, 0.000002494507383300, 0, 8517.9557, 8517.9557, 0, 0, 0.00000000, 2.12481034%, False
Sakuya,exvaloper104y8sy0r6fke4a9qr8u05j6v5y68gkh4v3ud9t, 2942944665695, 0.000002494694543727, 0, 8517.3167, 8517.3167, 0, 0, 0.00000000, 2.12481035%, False
DappBirds,exvaloper1rv8tjxp8d8ucuak8c7svewwugzfdjwf9arju5j, 1345014898, 0.005458488237503522, 0, 3.8927, 3.8927, 0, 0, 0.00000000, 2.12482572%, False




--------
depoistOKT,voteValidatorNum,totalARP
1000000, 20, 60.69961280%
