name,address, shares, ratePerOneOKT,rewards25PerYear, rewards75PerYear, rewardsPerYear, commissionRate, depositOktNums, depositOktRewardPerYear, APR, top21
jiqix,exvaloper1evazeyntpfr62avj65dwd6mcw9wvh24kc3x84s, 4766250442786, 0.000001540361357031, 0, 16109.3367, 16109.3367, 0, 100, 2.48141997, 2.48141997%, False
GongFu,exvaloper1w5zu7xxzfdx729elg2lu4rnltjsvzpdg3dhpaf, 4765977206071, 0.000001540449666995, 0, 16108.4132, 16108.4132, 0, 100, 2.48141997, 2.48141997%, False
ICoin,exvaloper1fwvre7w2na66fq3k2wjy30rzp07c4fl99v3hsw, 4765879744639, 0.000001540481168930, 0, 16108.0838, 16108.0838, 0, 100, 2.48141998, 2.48141998%, False
okusb,exvaloper14kpvn0zr75594rlrl66lw953mlkrq6qz5ctupj, 4765879744639, 0.000001540481168930, 0, 16108.0838, 16108.0838, 0, 100, 2.48141998, 2.48141998%, False
oxford,exvaloper1xaxvu9wxr8szym3aqdesvqq968y2tf53l8fyak, 4761439406908, 0.000001541917763218, 0, 16093.0760, 16093.0760, 0, 100, 2.48141997, 2.48141997%, False
voyager,exvaloper1hw0y28hgzadpmjwa68sfukdp69pc68cnxxgml0, 4761439406908, 0.000001541917763218, 0, 16093.0760, 16093.0760, 0, 100, 2.48141997, 2.48141997%, False
White whale-3,exvaloper1pc864zshkvsgc724k5jffcjsrmhz63m6gwrrhh, 4602369538584, 0.000001595210453757, 0, 15555.4395, 15555.4395, 0, 100, 2.48141997, 2.48141997%, False
White whale-2,exvaloper1klcqq056hndfch7yew6fkl6tyrdr07qxv60g90, 4602369538584, 0.000001595210453757, 0, 15555.4395, 15555.4395, 0, 100, 2.48141997, 2.48141997%, False
White whale-1,exvaloper1a9893mfvk9x80x209jhpvl0hm24djxqhr3jwuf, 4601635363784, 0.000001595464963995, 0, 15552.9581, 15552.9581, 0, 0, 0.00000000, 2.48141997%, False
White whale-6,exvaloper1rr253al2mtdgfcjwh7j3778g5gru3elyumxj8m, 4601635335491, 0.000001595464973805, 0, 15552.9580, 15552.9580, 0, 0, 0.00000000, 2.48141997%, False
White whale-5,exvaloper18w9mggs2s5t8ve0zr0ctjcyq7faft3qp8dlj75, 4601635335491, 0.000001595464973805, 0, 15552.9580, 15552.9580, 0, 0, 0.00000000, 2.48141997%, False
White whale-13,exvaloper1079vd72hpvlhnt7yjdya50egxkdr4dtureduuf, 4601635335491, 0.000001595464973805, 0, 15552.9580, 15552.9580, 0, 0, 0.00000000, 2.48141997%, False
White whale-12,exvaloper1k84d9rfaz6v92sazaclj24uyvx79wnl8kvckks, 4601635335491, 0.000001595464973805, 0, 15552.9580, 15552.9580, 0, 0, 0.00000000, 2.48141997%, False
White whale-4,exvaloper1h59keaqu7jap3cs6fqw0usggapl9q2x5v4w7rx, 4601635335491, 0.000001595464973805, 0, 15552.9580, 15552.9580, 0, 0, 0.00000000, 2.48141997%, False
OKvibe,exvaloper1mlmwvdprn8dj6g45vdxkjsjgu4ntu9j7dnjky2, 3058144235244, 0.000002400719990702, 0, 10336.1491, 10336.1491, 0, 0, 0.00000000, 2.48141998%, False
Validator1,exvaloper18v23ln9ycrtg0mrwsm004sh4tdknudtdapcfcq, 3031905295260, 0.000002421496479945, 0, 10247.4647, 10247.4647, 0, 0, 0.00000000, 2.48141997%, False
Validator2,exvaloper1ucmx6vvtrwam9pg20fnwmy9z80uhchyxqn67wq, 3028074584720, 0.000002424559829882, 0, 10234.5174, 10234.5174, 0, 0, 0.00000000, 2.48141998%, False
Validator3,exvaloper1g3a6vtau2k93n4tqgqnrggeu3qa4x20rgs4x4s, 3024375354048, 0.000002427525402948, 0, 10222.0144, 10222.0144, 0, 0, 0.00000000, 2.48141996%, False
Best bp,exvaloper1tat4lam8wjqmeax9mv4s584vu2mp7c0cgvlajl, 3003005597444, 0.000002444799971818, 0, 10149.7873, 10149.7873, 0, 0, 0.00000000, 2.48141997%, False
Taurus,exvaloper1rz7frqz9ky52qqjwlpawfe5hz6plcrmmpha0px, 3002647151587, 0.000002445091823766, 0, 10148.5758, 10148.5758, 0, 0, 0.00000000, 2.48141997%, False
Junglefly,exvaloper1w3ptfgekjgdvwkqmdepdeyvuxqmcplfszlz3jm, 3002333539484, 0.000002445347228563, 0, 10147.5158, 10147.5158, 0, 0, 0.00000000, 2.48141996%, False
Deeworld,exvaloper1v4kagglr3vq82vqywqd8quhsuarkm4kf2nz85r, 3002157791171, 0.000002445490380816, 0, 10146.9218, 10146.9218, 0, 0, 0.00000000, 2.48141997%, False
Pialote,exvaloper1rmrx7wp60almzvghx2820aamjfd4kgwlcx542p, 3002041671750, 0.000002445584972750, 0, 10146.5293, 10146.5293, 0, 0, 0.00000000, 2.48141996%, False
Linkeye,exvaloper14zgafe7cynlpuhpfpqpxu2gntzhq6ttedqru6j, 3001213592329, 0.000002446259745979, 0, 10143.7305, 10143.7305, 0, 0, 0.00000000, 2.48141996%, False
Wulix,exvaloper13mayrjzsrp976y0ae0qw8sjan3qg2xfdeq8vmh, 2943165471929, 0.000002494507383300, 0, 9947.5351, 9947.5351, 0, 0, 0.00000000, 2.48141998%, False
Sakuya,exvaloper104y8sy0r6fke4a9qr8u05j6v5y68gkh4v3ud9t, 2942944665695, 0.000002494694543727, 0, 9946.7888, 9946.7888, 0, 0, 0.00000000, 2.48141997%, False
DappBirds,exvaloper1rv8tjxp8d8ucuak8c7svewwugzfdjwf9arju5j, 1345014898, 0.005458488237503522, 0, 4.5460, 4.5460, 0, 0, 0.00000000, 2.48142875%, False




--------
depoistOKT,voteValidatorNum,totalARP
100, 30, 110.37764443%
